#type	lbl	state	src	src_idx
item	trident	base	data/items_tiles/trident.png	0
item	magic_spear	base	data/items_tiles/magic_spear.png	0
item	flail_1	base	data/items_tiles/flail_1.png	0
item	flail_2	base	data/items_tiles/flail_2.png	0
item	flail_3	base	data/items_tiles/flail_3.png	0
item	club	base	data/items_tiles/club.png	0
item	spiked_club	base	data/items_tiles/spiked_club.png	0
item	great_club	base	data/items_tiles/great_club.png	0
item	club_with_nails	base	data/items_tiles/club_with_nails.png	0
item	crossbow	base	data/items_tiles/crossbow.png	0
item	short_bow	base	data/items_tiles/short_bow.png	0
item	long_bow	base	data/items_tiles/long_bow.png	0
item	long_bow_2	base	data/items_tiles/long_bow_2.png	0
item	large_crossbow	base	data/items_tiles/large_crossbow.png	0
item	crystal_staff	base	data/items_tiles/crystal_staff.png	0
item	holy_staff	base	data/items_tiles/holy_staff.png	0
item	druid_staff	base	data/items_tiles/druid_staff.png	0
item	blue_staff	base	data/items_tiles/blue_staff.png	0
item	golden_staff	base	data/items_tiles/golden_staff.png	0
item	red_crystal_staff	base	data/items_tiles/red_crystal_staff.png	0
item	flame_staff	base	data/items_tiles/flame_staff.png	0
item	blue_crystal_staff	base	data/items_tiles/blue_crystal_staff.png	0
item	cross_staff	base	data/items_tiles/cross_staff.png	0
item	saint's_staff	base	data/items_tiles/saint's_staff.png	0
item	buckler	base	data/items_tiles/buckler.png	0
item	kite_shield	base	data/items_tiles/kite_shield.png	0
item	cross_shield	base	data/items_tiles/cross_shield.png	0
item	dark_shield	base	data/items_tiles/dark_shield.png	0
item	round_shield	base	data/items_tiles/round_shield.png	0
item	buckler_2	base	data/items_tiles/buckler_2.png	0
item	large_shield	base	data/items_tiles/large_shield.png	0
item	cloth_armor	base	data/items_tiles/cloth_armor.png	0
item	leather_armor	base	data/items_tiles/leather_armor.png	0
item	robe	base	data/items_tiles/robe.png	0
item	chain_mail	base	data/items_tiles/chain_mail.png	0
item	scale_mail	base	data/items_tiles/scale_mail.png	0
item	chest_plate	base	data/items_tiles/chest_plate.png	0
item	cloth_gloves	base	data/items_tiles/cloth_gloves.png	0
item	leather_gloves	base	data/items_tiles/leather_gloves.png	0
item	blue_cloth_gloves	base	data/items_tiles/blue_cloth_gloves.png	0
item	gauntlets	base	data/items_tiles/gauntlets.png	0
item	shoes	base	data/items_tiles/shoes.png	0
item	leather_boots	base	data/items_tiles/leather_boots.png	0
item	high_blue_boots	base	data/items_tiles/high_blue_boots.png	0
item	greaves	base	data/items_tiles/greaves.png	0
item	cloth_hood	base	data/items_tiles/cloth_hood.png	0
item	leather_helm	base	data/items_tiles/leather_helm.png	0
item	wide-brimmed_hat	base	data/items_tiles/wide-brimmed_hat.png	0
item	chain_mail_coif	base	data/items_tiles/chain_mail_coif.png	0
item	helm	base	data/items_tiles/helm.png	0
item	helm_with_chain_mail	base	data/items_tiles/helm_with_chain_mail.png	0
item	plate_helm_1	base	data/items_tiles/plate_helm_1.png	0
item	plate_helm_2	base	data/items_tiles/plate_helm_2.png	0
item	red_pendant	base	data/items_tiles/red_pendant.png	0
item	metal_pendant	base	data/items_tiles/metal_pendant.png	0
item	crystal_pendant	base	data/items_tiles/crystal_pendant.png	0
item	disc_pendant	base	data/items_tiles/disc_pendant.png	0
item	cross_pendant	base	data/items_tiles/cross_pendant.png	0
item	stone_pendant	base	data/items_tiles/stone_pendant.png	0
item	ankh	base	data/items_tiles/ankh.png	0
item	gold_emerald_ring	base	data/items_tiles/gold_emerald_ring.png	0
item	gold_band_ring	base	data/items_tiles/gold_band_ring.png	0
item	green_signet_ring	base	data/items_tiles/green_signet_ring.png	0
item	ruby_ring	base	data/items_tiles/ruby_ring.png	0
item	sapphire_ring	base	data/items_tiles/sapphire_ring.png	0
item	onyx_ring	base	data/items_tiles/onyx_ring.png	0
item	gold_signet_ring	base	data/items_tiles/gold_signet_ring.png	0
item	silver_signet_ring	base	data/items_tiles/silver_signet_ring.png	0
item	jade_ring	base	data/items_tiles/jade_ring.png	0
item	silver_signet_ring	base	data/items_tiles/silver_signet_ring.png	0
item	twisted_gold_ring	base	data/items_tiles/twisted_gold_ring.png	0
item	twisted_metal_ring	base	data/items_tiles/twisted_metal_ring.png	0
item	purple_potion	base	data/items_tiles/purple_potion.png	0
item	red_potion	base	data/items_tiles/red_potion.png	0
item	brown_vial	base	data/items_tiles/brown_vial.png	0
item	large_dark_potion	base	data/items_tiles/large_dark_potion.png	0
item	green_potion	base	data/items_tiles/green_potion.png	0
item	black_potion	base	data/items_tiles/black_potion.png	0
item	bright_green_potion	base	data/items_tiles/bright_green_potion.png	0
item	pink_vial	base	data/items_tiles/pink_vial.png	0
item	blue_potion	base	data/items_tiles/blue_potion.png	0
item	orange_potion	base	data/items_tiles/orange_potion.png	0
item	scroll	base	data/items_tiles/scroll.png	0
item	book	base	data/items_tiles/book.png	0
item	red_book	base	data/items_tiles/red_book.png	0
item	dark_tome	base	data/items_tiles/dark_tome.png	0
item	tome	base	data/items_tiles/tome.png	0
item	tome_2	base	data/items_tiles/tome_2.png	0
item	scroll_2	base	data/items_tiles/scroll_2.png	0
item	page	base	data/items_tiles/page.png	0
item	gold_key	base	data/items_tiles/gold_key.png	0
item	ornate_key	base	data/items_tiles/ornate_key.png	0
item	metal_key	base	data/items_tiles/metal_key.png	0
item	primitive_key	base	data/items_tiles/primitive_key.png	0
item	arrow	base	data/items_tiles/arrow.png	0
item	arrows	base	data/items_tiles/arrows.png	0
item	bolt	base	data/items_tiles/bolt.png	0
item	bolts	base	data/items_tiles/bolts.png	0
item	coin	base	data/items_tiles/coin.png	0
item	small_stacks_of_coins	base	data/items_tiles/small_stacks_of_coins.png	0
item	large_stacks_of_coins	base	data/items_tiles/large_stacks_of_coins.png	0
item	coin_purse	base	data/items_tiles/coin_purse.png	0
item	cheese	base	data/items_tiles/cheese.png	0
item	bread	base	data/items_tiles/bread.png	0
item	apple	base	data/items_tiles/apple.png	0
item	bottle_of_beer	base	data/items_tiles/bottle_of_beer.png	0
item	bottle_of_water	base	data/items_tiles/bottle_of_water.png	0
